#########################
{activ, school, health}
51.9749040852	Public, Environmental & Occupational Health	13.4165291757
51.9749040852	Environmental Sciences	4.50824968246
51.9749040852	Economics	3.96813152803
51.9749040852	Engineering, Civil	3.66498083503
51.9749040852	Environmental Studies	3.49787509563

#########################
{air, pollut, qualiti}
37.0376483542	Environmental Sciences	9.19486499525
37.0376483542	Construction & Building Technology	4.16414237321
37.0376483542	Engineering, Environmental	3.63324012544
37.0376483542	Energy & Fuels	2.6590582637
37.0376483542	Public, Environmental & Occupational Health	2.09362785534

#########################
{bicycl, cycl, cyclist}
21.8882726292	Engineering, Civil	5.33451856649
21.8882726292	Economics	2.98736288223
21.8882726292	Environmental Studies	2.16318055824
21.8882726292	Public, Environmental & Occupational Health	2.0376362939
21.8882726292	Environmental Sciences	0.973610947841

#########################
{brt, bus, system}
12.8156905447	Engineering, Civil	4.77700205325
12.8156905447	Economics	3.85867860847
12.8156905447	Transportation	1.17652451189
12.8156905447	Transportation Science & Technology	0.738970427117
12.8156905447	Geography	0.545326326247

#########################
{bus, servic, oper}
37.6431807403	Engineering, Civil	9.98859790845
37.6431807403	Economics	8.00538778685
37.6431807403	Transportation	1.95002145706
37.6431807403	Environmental Sciences	1.77397432158
37.6431807403	Environmental Studies	1.61435010456

#########################
{climat, chang, mitig}
32.5218323632	Environmental Sciences	5.01427092966
32.5218323632	Environmental Studies	4.96740081058
32.5218323632	Energy & Fuels	3.23256725303
32.5218323632	Construction & Building Technology	3.0603315243
32.5218323632	Engineering, Environmental	1.84646127051

#########################
{develop, sustain, plan}
127.69988399	Engineering, Civil	15.8310191112
127.69988399	Environmental Studies	13.6191051008
127.69988399	Economics	13.1967060456
127.69988399	Engineering, Environmental	12.4107746414
127.69988399	Environmental Sciences	10.3384275257

#########################
{emiss, carbon, ghg}
51.3328521084	Energy & Fuels	9.89252067591
51.3328521084	Environmental Sciences	8.06080461999
51.3328521084	Engineering, Environmental	7.06981830242
51.3328521084	Environmental Studies	4.49963781599
51.3328521084	Construction & Building Technology	3.23834752152

#########################
{energi, build, consumpt}
79.5059530215	Construction & Building Technology	26.0680190985
79.5059530215	Energy & Fuels	20.9683312349
79.5059530215	Thermodynamics	6.61158428838
79.5059530215	Engineering, Environmental	4.01185226829
79.5059530215	Environmental Sciences	3.77408961817

#########################
{green, build, roof}
24.2264567236	Construction & Building Technology	3.92799114994
24.2264567236	Environmental Sciences	2.84604183726
24.2264567236	Ecology	2.43531874536
24.2264567236	Energy & Fuels	2.34647868615
24.2264567236	Environmental Studies	1.86975761208

#########################
{heat, thermal, comfort}
53.2097643288	Construction & Building Technology	21.6352431707
53.2097643288	Energy & Fuels	11.2928184651
53.2097643288	Thermodynamics	5.83118983974
53.2097643288	Environmental Sciences	2.36250802178
53.2097643288	Engineering, Environmental	1.31291295447

#########################
{model, network, optim}
74.3878385408	Economics	11.0901594287
74.3878385408	Engineering, Civil	10.4649801224
74.3878385408	Construction & Building Technology	5.38042311698
74.3878385408	Energy & Fuels	4.5071539586
74.3878385408	Engineering, Environmental	3.85395256706

#########################
{park, space, price}
30.4606915431	Economics	8.93208139715
30.4606915431	Engineering, Civil	7.58919890329
30.4606915431	Environmental Studies	1.90186693471
30.4606915431	Transportation	1.8802110488
30.4606915431	Transportation Science & Technology	1.78218812258

#########################
{polici, instrument, effect}
35.2112149064	Economics	6.3945176706
35.2112149064	Environmental Studies	4.37214496701
35.2112149064	Energy & Fuels	3.63256528729
35.2112149064	Engineering, Civil	3.19350611436
35.2112149064	Environmental Sciences	2.79989769009

#########################
{price, congest, road}
47.6031046671	Economics	18.5658272355
47.6031046671	Engineering, Civil	8.86828265951
47.6031046671	Environmental Studies	2.99565320248
47.6031046671	Transportation	2.19794049815
47.6031046671	Transportation Science & Technology	1.69090996172

#########################
{recycl, household, collect}
29.8054434832	Engineering, Environmental	13.842201437
29.8054434832	Environmental Sciences	3.13178749455
29.8054434832	Environmental Studies	2.37789970212
29.8054434832	Economics	2.27614760939
29.8054434832	Ecology	0.754850532306

#########################
{toll, lane, link}
24.1054432777	Economics	10.7162823583
24.1054432777	Engineering, Civil	5.7442200186
24.1054432777	Transportation	1.87181750161
24.1054432777	Transportation Science & Technology	1.79933542383
24.1054432777	Operations Research & Management Science	0.998065280811

#########################
{transit, rail, station}
36.1037712319	Engineering, Civil	11.5182244047
36.1037712319	Economics	8.45521032265
36.1037712319	Environmental Studies	2.76903586697
36.1037712319	Transportation	1.89430678866
36.1037712319	Planning & Development	1.06209016419

#########################
{transport, public, access}
51.5735333426	Economics	11.0465499089
51.5735333426	Engineering, Civil	10.6563425655
51.5735333426	Environmental Studies	4.75324206255
51.5735333426	Transportation	3.70507358631
51.5735333426	Environmental Sciences	2.40331162233

#########################
{travel, mode, choic}
56.2391784859	Economics	15.6879910661
56.2391784859	Engineering, Civil	12.6908986193
56.2391784859	Environmental Studies	4.04503490395
56.2391784859	Environmental Sciences	2.72710095593
56.2391784859	Transportation	2.47888435179

#########################
{treatment, wastewat, plant}
36.1584478361	Engineering, Environmental	11.5106017495
36.1584478361	Environmental Sciences	7.52564763221
36.1584478361	Engineering, Chemical	1.59640572116
36.1584478361	Energy & Fuels	1.15473296157
36.1584478361	Agricultural Engineering	0.985684052316

#########################
{urban, land, citi}
55.2849268953	Environmental Studies	8.54505231112
55.2849268953	Economics	6.33217648903
55.2849268953	Environmental Sciences	5.60022393464
55.2849268953	Engineering, Civil	5.43715567532
55.2849268953	Engineering, Environmental	3.07597524435

#########################
{vehicl, electr, charg}
38.028631839	Energy & Fuels	5.57769223994
38.028631839	Economics	5.21393634883
38.028631839	Engineering, Civil	4.57149947088
38.028631839	Engineering, Electrical & Electronic	2.70842057778
38.028631839	Environmental Studies	2.16348034918

#########################
{wast, manag, solid}
55.4105181419	Engineering, Environmental	25.8326591309
55.4105181419	Environmental Sciences	11.2645947939
55.4105181419	Environmental Studies	2.88640067418
55.4105181419	Energy & Fuels	1.44069889488
55.4105181419	Economics	1.01798135816

#########################
{water, heat, suppli}
22.3725359285	Environmental Sciences	3.49845985212
22.3725359285	Construction & Building Technology	3.03698002772
22.3725359285	Engineering, Environmental	2.70063204897
22.3725359285	Energy & Fuels	2.60585484648
22.3725359285	Engineering, Civil	1.24350176463

